sp	id	d	p	c	o	f	g	s
UP000027138	180498	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Jatropha	Jatropha curcas
UP000235220	51240	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Juglans	Juglans regia
UP000594263	63787	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Kalanchoe	Kalanchoe fedtschenkoi
UP000541444	39325	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Kingdonia	Kingdonia uniflora
UP000235145	4236	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Lactuca	Lactuca sativa
UP000032180	77586	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Leersia	Leersia perrieri
UP000188354	3871	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Lupinus	Lupinus angustifolius
UP000464885	3870	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Lupinus	Lupinus albus
UP000195402	56857	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Macleaya	Macleaya cordata
UP000290289	3750	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Malus	Malus domestica
UP000315295	106549	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Malus	Malus baccata
UP000091857	3983	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Manihot	Manihot esculenta
UP000244005	3197	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Marchantia	Marchantia polymorpha
UP000077202	1480154	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Marchantia	Marchantia polymorpha subsp. ruderalis
UP000002051	3880	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Medicago	Medicago truncatula
UP000467841	1685480	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Microthlaspi	Microthlaspi erraticum
UP000326396	192012	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Mikania	Mikania micrantha
UP000604825	422564	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Miscanthus	Miscanthus lutarioriparius
UP000504603	3673	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Momordica	Momordica charantia
UP000516437	262757	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Morella	Morella rubra
UP000030645	981085	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Morus	Morus notabilis
UP000317650	52838	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Musa	Musa balbisiana
UP000012960	214687	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Musa	Musa acuminata subsp. malaccensis
UP000189703	4432	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nelumbo	Nelumbo nucifera
UP000084051	4097	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nicotiana	Nicotiana tabacum
UP000187609	49451	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nicotiana	Nicotiana attenuata
UP000189701	4096	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nicotiana	Nicotiana sylvestris
UP000325577	561372	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Nyssa	Nyssa sinensis
UP000594638	158383	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Olea	Olea europaea subsp. europaea
UP000059680	39947	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza sativa Japonica Group
UP000008021	40149	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza meridionalis
UP000026960	65489	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza barthii
UP000026961	40148	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza glumipatula
UP000006038	4533	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza brachyantha
UP000026962	4537	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza punctata
UP000479710	110450	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza meyeriana var. granulata
UP000008022	4529	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza rufipogon
UP000006591	4536	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza nivara
UP000007015	39946	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Oryza	Oryza sativa Indica Group
UP000275267	4540	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Panicum	Panicum miliaceum
UP000244336	1504633	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Panicum	Panicum hallii var. hallii
UP000823388	38727	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Panicum	Panicum virgatum
UP000316621	3469	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Papaver	Papaver somniferum
UP000237105	3476	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Parasponia	Parasponia andersonii
UP000000226	3885	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Phaseolus	Phaseolus vulgaris
UP000228380	42345	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Phoenix	Phoenix dactylifera
UP000653305	374723	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Phtheirospermum	Phtheirospermum japonicum
UP000006727	3218	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Physcomitrium	Physcomitrium patens
UP000242691	3330	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Picea	Picea glauca
UP000309997	43335	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Populus	Populus alba
UP000807159	3696	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Populus	Populus deltoides
UP000006729	3694	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Populus	Populus trichocarpa
UP000006882	3760	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus persica
UP000327085	3755	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus dulcis
UP000507245	36596	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus armeniaca
UP000515124	42229	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus avium
UP000250321	2094558	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Prunus	Prunus yedoensis var. nudiflora
UP000233551	22663	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Punica	Punica granatum
UP000327157	2448454	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Pyrus	Pyrus ussuriensis x Pyrus communis
UP000594261	97700	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Quercus	Quercus lobata
UP000504610	3726	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Raphanus	Raphanus sativus
UP000796880	2594499	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhamnella	Rhamnella rubrinervis
UP000694854	178133	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhodamnia	Rhodamnia argentea
UP000428333	262921	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhododendron	Rhododendron williamsianum
UP000626092	118357	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rhododendron	Rhododendron simsii
UP000008311	3988	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ricinus	Ricinus communis
UP000238479	74649	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Rosa	Rosa chinensis
UP000326939	2182728	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salix	Salix brachista
UP000657918	1413687	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salix	Salix dunnii
UP000664337	1278906	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salix	Salix suchowensis
UP000298416	180675	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Salvia	Salvia splendens
UP000001514	88036	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Selaginella	Selaginella moellendorffii
UP000634136	362788	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Senna	Senna tora
UP000504604	4182	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Sesamum	Sesamum indicum
UP000004995	4555	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Setaria	Setaria italica
UP000298652	4556	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Setaria	Setaria viridis
UP000011115	4113	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Solanum	Solanum tuberosum
UP000004994	4081	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Solanum	Solanum lycopersicum
UP000000768	4558	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Sorghum	Sorghum bicolor
UP000054095	3562	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Spinacia	Spinacia oleracea
UP000663760	51605	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Spirodela	Spirodela intermedia
UP000325081	4170	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Striga	Striga asiatica
UP000655225	13715	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Tetracentron	Tetracentron sinense
UP000554482	46969	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Thalictrum	Thalictrum thalictroides
UP000026915	3641	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Theobroma	Theobroma cacao
UP000237000	63057	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trema	Trema orientale
UP000265520	97028	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trifolium	Trifolium medium
UP000242715	3900	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trifolium	Trifolium subterraneum
UP000236291	57577	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Trifolium	Trifolium pratense
UP000593562	458696	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Tripterygium	Tripterygium wilfordii
UP000019116	4565	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Triticum	Triticum aestivum
UP000015106	4572	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Triticum	Triticum urartu
UP000636800	51239	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vanilla	Vanilla planifolia
UP000053144	3914	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vigna	Vigna angularis
UP000291084	157739	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vigna	Vigna angularis var. angularis
UP000087766	3916	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vigna	Vigna radiata var. radiata
UP000009183	29760	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vitis	Vitis vinifera
UP000425232	2018007	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Vitis	Vitis riparia x Vitis cinerea
UP000007305	4577	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zea	Zea mays
UP000734854	94328	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zingiber	Zingiber officinale
UP000729402	103762	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zizania	Zizania palustris
UP000515210	326968	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Ziziphus	Ziziphus jujuba
UP000036987	29655	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Embryophyta	Zostera	Zostera marina
UP000054558	105231	Eukaryota	Diaphoretickes	Chloroplastida	Streptophyta	Klebsormidiophyceae	Klebsormidium	Klebsormidium nitens
UP000198341	41875	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Bathycoccus	Bathycoccus prasinos
UP000002009	296587	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Micromonas	Micromonas commoda
UP000001876	564608	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Micromonas	Micromonas pusilla CCMP1545
UP000009170	70448	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Ostreococcus	Ostreococcus tauri
UP000001568	436017	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Mamiellophyceae	Ostreococcus	Ostreococcus lucimarinus CCE9901
PRACA	156131	Eukaryota	Diaphoretickes	Chloroplastida	Palmophyllophyceae	Prasinococcus	Prasinococcus	Prasinococcus capsulatus
UP000660262	41880	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii
UP000028924	3075	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Auxenochlorella	Auxenochlorella protothecoides
UP000008141	554065	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Chlorella	Chlorella variabilis
UP000239899	3076	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Chlorella	Chlorella sorokiniana
UP000693320	1650286	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Chlorella	Chlorella desiccata (nom. nud.)
UP000827759	2315456	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Coccomyxa	Coccomyxa sp. Obi
UP000007264	574566	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Coccomyxa	Coccomyxa subellipsoidea C-169
UP000026042	1291522	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Helicosporidium	Helicosporidium sp. ATCC 50920
UP000239649	554055	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Trebouxiophyceae	Micractinium	Micractinium conductrix
UP000708148	121088	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	Ulvophyceae	Ostreobium	Ostreobium quekettii
UP000836011	765719	Eukaryota	Diaphoretickes	Chloroplastida	Chlorophyta	NA	Pedinophyceae	Pedinophyceae sp. YPF-701
PRACO	156133	Eukaryota	Diaphoretickes	Chloroplastida	Palmophyllophyceae	NA	Prasinoderma	Prasinoderma coloniale
BAFFR	2571260	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Baffinella	Baffinella frigidus
CHRCC	3029	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Chroomonas	Chroomonas sp.
GEMCR	46947	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Geminigera	Geminigera cryophila
UP000011087	905079	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Guillardia	Guillardia theta CCMP2712
HANPH	3032	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Hanusia	Hanusia phi
HEMAN	464988	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Hemiselmis	Hemiselmis andersenii
RHOSA	52970	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Rhodomonas	Rhodomonas salina
TELAM	77931	Eukaryota	Diaphoretickes	Cryptophyceae	Cryptomonadales	Cryptomonadales	Teleaulax	Teleaulax amphioxeia
GONAV	1255295	Eukaryota	Diaphoretickes	Cryptophyceae	Goniomonas	Goniomonas	Goniomonas	Goniomonas avonlea
GONPA	195067	Eukaryota	Diaphoretickes	Cryptophyceae	Goniomonas	Goniomonas	Goniomonas	Goniomonas pacifica
CYAPA	2762	Eukaryota	Diaphoretickes	Glaucophyta	Glaucophyta	Glaucophyta	Cyanophora	Cyanophora paradoxa
CYAGL	77922	Eukaryota	Diaphoretickes	Glaucophyta	Glaucophyta	Glaucophyta	Cyanoptyche	Cyanoptyche gloeocystis
GLOWI	38269	Eukaryota	Diaphoretickes	Glaucophyta	Glaucophyta	Glaucophyta	Gloeochaete	Gloeochaete wittrockiana
UP000751190	2081491	Eukaryota	Diaphoretickes	Haptophyta	Pavlovales	Pavlovales	Diacronema	Diacronema lutheri
UP000037460	1460289	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Chrysochromulina	Chrysochromulina tobinii
CHRDE	1430388	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Chrysotila	Chrysotila dentata
UP000013827	2903	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Emiliania	Emiliania huxleyi
ISOGA	37099	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Isochrysis	Isochrysis galbana
PHAAN	33657	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Phaeocystis	Phaeocystis antarctica
PRYPO	72548	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Prymnesium	Prymnesium polylepis
TISLU	1321669	Eukaryota	Diaphoretickes	Haptophyta	Prymnesiophyceae	Prymnesiophyceae	Tisochrysis	Tisochrysis lutea
ROOTR	681104	Eukaryota	Diaphoretickes	Kathablepharidacea	Roombia	Roombia	Roombia	Roombia truncata
PALBI	652834	Eukaryota	Diaphoretickes	Palpitomonas	Palpitomonas	Palpitomonas	Palpitomonas	Palpitomonas bilix
PIC01	419944	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC02	419944	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC04	419944	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC05	419944	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
PIC06	419944	Eukaryota	Diaphoretickes	Picozoa	Picozoa	NA	Picozoa	Picozoa
AMOAM	1561963	Eukaryota	Diaphoretickes	Rhizaria	Cercozoa	Chlorarachnea	Amorphochlora	Amorphochlora amoebiformis
BIGNA	227086	Eukaryota	Diaphoretickes	Rhizaria	Cercozoa	Chlorarachnea	Bigelowiella	Bigelowiella natans
UP000503178	1928728	Eukaryota	Diaphoretickes	Rhizaria	Cercozoa	Euglyphida	Paulinella	Paulinella micropora
UP000023152	46433	Eukaryota	Diaphoretickes	Rhizaria	Foraminifera	Foraminifera	Reticulomyxa	Reticulomyxa filosa
UP000039324	37360	Eukaryota	Diaphoretickes	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophora	Plasmodiophora brassicae
PYRYE	2788	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Bangiales	Neopyropia	Neopyropia yezoensis
UP000218209	2786	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Bangiales	Porphyra	Porphyra umbilicalis
UP000530660	2690220	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Cyanidiococcus	Cyanidiococcus yangmingshanensis
UP000007014	280699	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Cyanidioschyzon	Cyanidioschyzon merolae strain 10D
CYACA	2771	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Cyanidium	Cyanidium caldarium
UP000030680	130081	Eukaryota	Diaphoretickes	Rhodophyta	Cyanidiales	Cyanidiales	Galdieria	Galdieria sulphuraria
CALTU	48942	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Florideophyceae	Calliarthron	Calliarthron tuberculosum
UP000012073	2769	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Florideophyceae	Chondrus	Chondrus crispus
UP000247409	448386	Eukaryota	Diaphoretickes	Rhodophyta	Eurhodophytina	Florideophyceae	Gracilariopsis	Gracilariopsis chorda
UP000324585	35688	Eukaryota	Diaphoretickes	Rhodophyta	Proteorhodophytina	Porphyridiophyceae	Porphyridium	Porphyridium purpureum
UP000323011	33653	Eukaryota	Diaphoretickes	Stramenopiles	Opalozoa	Bicosoecida	Cafeteria	Cafeteria roenbergensis
UP000198406	1519565	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Fistulifera	Fistulifera solaris
UP000095751	635003	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Fragilariopsis	Fragilariopsis cylindrus CCMP1102
UP000693970	303405	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Nitzschia	Nitzschia inconspicua
UP000000759	556484	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Phaeodactylum	Phaeodactylum tricornutum CCAP 1055/1
UP000291116	183589	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Pseudo-nitzschia	Pseudo-nitzschia multistriata
UP000266841	159749	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Thalassiosira	Thalassiosira oceanica
UP000001449	35128	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Diatomeae	Thalassiosira	Thalassiosira pseudonana
UP000019335	72520	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Eustigmatophyceae	Nannochloropsis	Nannochloropsis gaditana
UP000355283	1027361	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Eustigmatophyceae	Nannochloropsis	Nannochloropsis salina CCMP1776
UP000009377	1093141	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Eustigmatophyceae	Nannochloropsis	Nannochloropsis gaditana CCMP526
UP000241890	2315210	Eukaryota	Diaphoretickes	Stramenopiles	Sagenista	Labyrinthulomycetes	Hondaea	Hondaea fermentalgiana
LABSR	35133	Eukaryota	Diaphoretickes	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthula	Labyrinthula
UP000008312	12968	Eukaryota	Diaphoretickes	Stramenopiles	Opalozoa	Opalinata	Blastocystis	Blastocystis hominis
UP000078348	478820	Eukaryota	Diaphoretickes	Stramenopiles	Opalozoa	Opalinata	Blastocystis	Blastocystis sp. ATCC 50177/Nand II
UP000002729	44056	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Pelagophyceae	Aureococcus	Aureococcus anophagefferens
UP000789595	35677	Eukaryota	Diaphoretickes	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonas	Pelagomonas calceolata
UP000323770	1485010	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Pythium	Pythium brassicae (nom. inval.)
UP000243579	1202772	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Achlya	Achlya hypogyna
UP000053237	65357	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Albugo	Albugo candida
UP000332933	120398	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Aphanomyces	Aphanomyces stellatus
UP000481153	100861	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Aphanomyces	Aphanomyces euteiches
UP000294530	4779	Eukaryota	Diaphoretickes	Stramenopiles	NA	Peronosporomycetes	Bremia	Bremia lactucae
